timestamp,consumption,temperature,humidity,location,meter_id
2023-01-03 15:00:00,23.07,23.85,41.53,Chipinge,MTR-8275
2023-01-03 16:00:00,4.73,21.81,28.95,Rusape,MTR-7885
2023-01-03 17:00:00,12.87,25.61,54.12,Zvishavane,MTR-1410
2023-01-03 18:00:00,1.77,33.09,72.52,Rusape,MTR-4582
2023-01-03 19:00:00,0.0,21.01,41.4,Harare,MTR-2134
2023-01-03 20:00:00,2.85,22.13,47.61,Bulawayo,MTR-1378
2023-01-03 21:00:00,4.89,20.14,54.6,Chipinge,MTR-6239
2023-01-03 22:00:00,14.81,21.98,44.77,Bulawayo,MTR-9290
2023-01-03 23:00:00,1.34,31.21,44.77,Bindura,MTR-1826
2023-01-04 00:00:00,16.31,26.79,41.0,Zvishavane,MTR-1224
2023-01-04 01:00:00,2.64,18.3,26.21,Kwekwe,MTR-1345
2023-01-04 02:00:00,3.44,22.84,37.65,Hwange,MTR-6415
2023-01-04 03:00:00,14.53,25.0,76.16,Bulawayo,MTR-1320
2023-01-04 04:00:00,22.06,19.0,38.36,Bulawayo,MTR-1036
2023-01-04 05:00:00,6.42,28.28,59.77,Bulawayo,MTR-9964
2023-01-04 06:00:00,0.0,19.05,50.14,Chinhoyi,MTR-8799
2023-01-04 07:00:00,1.66,17.01,37.36,Chipinge,MTR-4063
2023-01-04 08:00:00,1.91,22.16,41.34,Masvingo,MTR-8400
2023-01-04 09:00:00,0.25,17.28,40.12,Kadoma,MTR-3213
2023-01-04 10:00:00,18.67,34.21,72.25,Mutare,MTR-6168
2023-01-04 11:00:00,5.89,27.01,60.47,Rusape,MTR-9470
2023-01-04 12:00:00,1.94,31.56,66.94,Harare,MTR-9663
2023-01-04 13:00:00,4.72,17.73,79.61,Rusape,MTR-3342
2023-01-04 14:00:00,0.0,25.37,73.85,Marondera,MTR-8703
2023-01-04 15:00:00,20.9,18.58,63.52,Harare,MTR-4130
2023-01-04 16:00:00,2.19,32.14,22.23,Chinhoyi,MTR-5976
2023-01-04 17:00:00,2.01,22.02,30.2,Mutare,MTR-5568
2023-01-04 18:00:00,22.06,31.23,62.02,Harare,MTR-8661
2023-01-04 19:00:00,5.33,24.18,65.55,Zvishavane,MTR-9923
2023-01-04 20:00:00,3.25,27.93,20.51,Chinhoyi,MTR-8356
2023-01-04 21:00:00,0.0,24.42,31.61,Masvingo,MTR-7046
2023-01-04 22:00:00,7.32,22.09,64.63,Mutare,MTR-4870
2023-01-04 23:00:00,-0.84,30.0,42.97,Chipinge,MTR-2358
2023-01-05 00:00:00,13.78,16.52,25.93,Marondera,MTR-8064
2023-01-05 01:00:00,21.49,19.47,49.08,Bulawayo,MTR-9214
2023-01-05 02:00:00,3.55,27.27,69.26,Zvishavane,MTR-7403
2023-01-05 03:00:00,2.53,27.54,34.06,Masvingo,MTR-2399
2023-01-05 04:00:00,0.0,22.01,20.04,Chinhoyi,MTR-5728
2023-01-05 05:00:00,18.87,17.14,65.75,Rusape,MTR-2378
2023-01-05 06:00:00,-0.79,32.4,25.69,Kwekwe,MTR-6730
2023-01-05 07:00:00,2.93,31.62,38.57,Gweru,MTR-8620
2023-01-05 08:00:00,0.45,22.37,57.28,Marondera,MTR-1064
2023-01-05 09:00:00,14.15,28.0,29.81,Zvishavane,MTR-4017
2023-01-05 10:00:00,23.17,24.79,34.02,Chinhoyi,MTR-8672
2023-01-05 11:00:00,14.99,19.57,22.77,Mutare,MTR-6519
2023-01-05 12:00:00,14.95,30.17,31.37,Masvingo,MTR-7633
2023-01-05 13:00:00,4.25,17.18,45.81,Chipinge,MTR-1860
2023-01-05 14:00:00,22.49,22.79,59.96,Mutare,MTR-4091
2023-01-05 15:00:00,15.9,22.61,51.68,Marondera,MTR-9683
2023-01-05 16:00:00,0.29,30.9,39.95,Hwange,MTR-3222
2023-01-05 17:00:00,18.57,28.83,72.57,Chinhoyi,MTR-9465
2023-01-05 18:00:00,20.47,28.87,56.39,Bulawayo,MTR-7541
2023-01-05 19:00:00,4.88,15.38,38.05,Masvingo,MTR-5782
2023-01-05 20:00:00,3.05,20.32,63.89,Masvingo,MTR-9386
2023-01-05 21:00:00,1.55,20.31,39.79,Chipinge,MTR-1717
2023-01-05 22:00:00,1.34,24.25,37.34,Rusape,MTR-1431
2023-01-05 23:00:00,2.34,31.32,57.73,Bindura,MTR-3548
2023-01-06 00:00:00,4.7,32.33,32.51,Rusape,MTR-9556
2023-01-06 01:00:00,19.84,20.18,54.9,Marondera,MTR-6416
2023-01-06 02:00:00,1.31,22.92,71.94,Marondera,MTR-5267
2023-01-06 03:00:00,4.69,30.4,30.48,Masvingo,MTR-3520
2023-01-06 04:00:00,3.23,23.6,76.71,Rusape,MTR-7993
2023-01-06 05:00:00,1.53,31.87,27.75,Gweru,MTR-9656
2023-01-06 06:00:00,-0.2,27.76,65.74,Marondera,MTR-7959
2023-01-06 07:00:00,4.81,32.94,66.96,Chinhoyi,MTR-8663
2023-01-06 08:00:00,0.1,23.49,38.94,Gweru,MTR-4657
2023-01-06 09:00:00,15.34,29.98,27.01,Rusape,MTR-6708
2023-01-06 10:00:00,5.21,25.23,41.44,Chipinge,MTR-5408
2023-01-06 11:00:00,20.32,23.32,53.46,Zvishavane,MTR-5677
2023-01-06 12:00:00,0.0,18.81,47.48,Chinhoyi,MTR-8709
2023-01-06 13:00:00,3.08,18.85,66.61,Victoria Falls,MTR-8618
2023-01-06 14:00:00,3.17,29.4,72.75,Chinhoyi,MTR-5950
2023-01-06 15:00:00,0.0,31.28,62.36,Kwekwe,MTR-4830
2023-01-06 16:00:00,22.56,26.95,71.18,Hwange,MTR-7649
2023-01-06 17:00:00,5.51,27.42,69.68,Rusape,MTR-4452
2023-01-06 18:00:00,0.54,28.71,64.05,Gweru,MTR-2458
2023-01-06 19:00:00,0.1,34.82,67.11,Chinhoyi,MTR-3385
2023-01-06 20:00:00,4.14,20.23,72.65,Rusape,MTR-5742
2023-01-06 21:00:00,5.23,21.04,68.8,Kadoma,MTR-2554
2023-01-06 22:00:00,14.89,15.93,35.46,Zvishavane,MTR-1492
2023-01-06 23:00:00,16.09,21.44,57.78,Harare,MTR-4092
2023-01-07 00:00:00,1.79,29.18,46.36,Rusape,MTR-4944
2023-01-07 01:00:00,0.0,20.85,42.53,Chipinge,MTR-2714
2023-01-07 02:00:00,1.88,28.18,75.0,Harare,MTR-1640
2023-01-07 03:00:00,2.41,20.18,60.88,Chinhoyi,MTR-4036
2023-01-07 04:00:00,18.95,29.28,62.54,Bulawayo,MTR-9118
2023-01-07 05:00:00,3.51,20.98,38.69,Masvingo,MTR-9896
2023-01-07 06:00:00,3.56,16.27,22.17,Zvishavane,MTR-3973
2023-01-07 07:00:00,21.94,30.47,40.66,Bindura,MTR-6693
2023-01-07 08:00:00,20.73,28.79,24.98,Harare,MTR-2471
2023-01-07 09:00:00,2.72,19.76,30.56,Victoria Falls,MTR-4621
2023-01-07 10:00:00,0.0,30.83,70.87,Gweru,MTR-1272
2023-01-07 11:00:00,0.0,18.43,52.76,Hwange,MTR-3522
2023-01-07 12:00:00,1.11,27.17,21.49,Masvingo,MTR-6307
2023-01-07 13:00:00,6.81,29.45,25.07,Masvingo,MTR-4622
2023-01-07 14:00:00,13.46,28.55,25.11,Gweru,MTR-6547
2023-01-07 15:00:00,2.42,29.36,73.51,Bindura,MTR-2826
2023-01-07 16:00:00,4.75,32.74,20.97,Gweru,MTR-1734
2023-01-07 17:00:00,0.0,26.37,28.94,Kwekwe,MTR-7501
2023-01-07 18:00:00,0.0,25.11,23.6,Bindura,MTR-1452
2023-01-07 19:00:00,2.33,16.68,48.41,Bindura,MTR-5474
2023-01-07 20:00:00,7.18,21.25,61.14,Zvishavane,MTR-5502
2023-01-07 21:00:00,3.2,15.21,50.17,Chinhoyi,MTR-9871
2023-01-07 22:00:00,0.0,22.5,78.23,Gweru,MTR-5027
2023-01-07 23:00:00,6.87,22.8,42.6,Kwekwe,MTR-2075
2023-01-08 00:00:00,4.1,18.14,28.88,Bulawayo,MTR-4660
2023-01-08 01:00:00,23.32,18.31,43.86,Bulawayo,MTR-4209
2023-01-08 02:00:00,4.49,31.15,26.89,Bulawayo,MTR-3864
2023-01-08 03:00:00,2.88,26.35,75.45,Harare,MTR-9685
2023-01-08 04:00:00,1.42,25.43,56.45,Bulawayo,MTR-1058
2023-01-08 05:00:00,2.62,16.01,56.51,Masvingo,MTR-6926
2023-01-08 06:00:00,0.3,23.77,37.24,Chinhoyi,MTR-8422
2023-01-08 07:00:00,3.22,29.63,36.63,Victoria Falls,MTR-8803
2023-01-08 08:00:00,0.43,21.39,20.16,Chipinge,MTR-4346
2023-01-08 09:00:00,16.69,32.98,43.24,Zvishavane,MTR-7113
2023-01-08 10:00:00,0.0,25.31,55.13,Kadoma,MTR-2347
2023-01-08 11:00:00,2.58,21.48,50.56,Mutare,MTR-1029
2023-01-08 12:00:00,4.0,24.92,75.87,Chipinge,MTR-8129
2023-01-08 13:00:00,2.34,29.62,23.45,Kadoma,MTR-7732
2023-01-08 14:00:00,1.95,23.4,75.62,Rusape,MTR-2402
2023-01-08 15:00:00,0.0,30.79,44.31,Kwekwe,MTR-7345
2023-01-08 16:00:00,4.28,33.43,38.86,Marondera,MTR-4820
2023-01-08 17:00:00,20.2,32.18,22.57,Mutare,MTR-4970
2023-01-08 18:00:00,0.0,20.09,67.32,Hwange,MTR-6713
2023-01-08 19:00:00,6.06,21.87,69.51,Gweru,MTR-7035
2023-01-08 20:00:00,0.47,18.35,39.83,Bulawayo,MTR-7082
2023-01-08 21:00:00,3.76,26.48,25.8,Gweru,MTR-1731
2023-01-08 22:00:00,3.87,23.02,35.41,Gweru,MTR-2348
2023-01-08 23:00:00,20.09,34.21,61.2,Bindura,MTR-9436
2023-01-09 00:00:00,2.35,34.95,75.57,Victoria Falls,MTR-7145
2023-01-09 01:00:00,4.4,33.98,20.43,Victoria Falls,MTR-2811
2023-01-09 02:00:00,1.46,25.55,60.64,Chipinge,MTR-3932
2023-01-09 03:00:00,1.73,21.43,49.43,Kadoma,MTR-1392
2023-01-09 04:00:00,1.65,16.59,74.76,Gweru,MTR-8643
2023-01-09 05:00:00,2.75,20.85,75.63,Kadoma,MTR-2947
2023-01-09 06:00:00,15.25,18.64,76.13,Bindura,MTR-5200
2023-01-09 07:00:00,15.5,23.57,75.69,Victoria Falls,MTR-6858
2023-01-09 08:00:00,21.88,27.76,71.87,Victoria Falls,MTR-2780
2023-01-09 09:00:00,4.16,30.97,45.14,Victoria Falls,MTR-1523
2023-01-09 10:00:00,15.09,16.98,24.09,Kadoma,MTR-9629
2023-01-09 11:00:00,0.0,19.97,78.47,Bulawayo,MTR-2751
2023-01-09 12:00:00,0.0,29.14,47.08,Zvishavane,MTR-4780
2023-01-09 13:00:00,2.24,24.32,33.67,Rusape,MTR-3100
2023-01-09 14:00:00,2.09,16.71,59.29,Bindura,MTR-2342
2023-01-09 15:00:00,0.0,29.89,68.94,Bindura,MTR-6459
2023-01-09 16:00:00,1.2,23.14,72.98,Harare,MTR-9715
2023-01-09 17:00:00,0.1,27.87,28.83,Chinhoyi,MTR-8805
2023-01-09 18:00:00,2.56,30.4,26.42,Kwekwe,MTR-9640
2023-01-09 19:00:00,21.28,25.65,27.45,Kwekwe,MTR-6832
2023-01-09 20:00:00,3.09,17.95,21.69,Masvingo,MTR-4205
2023-01-09 21:00:00,20.31,32.16,76.39,Chipinge,MTR-5807
2023-01-09 22:00:00,22.42,15.46,79.2,Bulawayo,MTR-7147
2023-01-09 23:00:00,0.82,29.14,46.68,Rusape,MTR-7573
2023-01-10 00:00:00,6.64,27.39,23.04,Marondera,MTR-1009
2023-01-10 01:00:00,4.86,15.98,48.17,Hwange,MTR-3850
2023-01-10 02:00:00,0.0,32.9,51.6,Bindura,MTR-1085
2023-01-10 03:00:00,3.85,17.05,79.91,Gweru,MTR-4254
2023-01-10 04:00:00,23.15,29.02,44.77,Marondera,MTR-4632
2023-01-10 05:00:00,0.0,23.63,49.56,Kwekwe,MTR-4392
2023-01-10 06:00:00,2.93,29.48,59.92,Chinhoyi,MTR-6857
2023-01-10 07:00:00,20.79,28.14,56.92,Mutare,MTR-6352
2023-01-10 08:00:00,1.46,16.85,38.48,Chipinge,MTR-9317
2023-01-10 09:00:00,1.52,23.88,51.91,Kwekwe,MTR-5439
2023-01-10 10:00:00,0.0,17.98,65.31,Chipinge,MTR-2227
2023-01-10 11:00:00,3.26,25.42,56.41,Zvishavane,MTR-4125
2023-01-10 12:00:00,4.5,24.45,41.31,Rusape,MTR-1528
2023-01-10 13:00:00,0.0,30.71,32.2,Gweru,MTR-2080
2023-01-10 14:00:00,0.0,16.5,21.22,Zvishavane,MTR-1550
2023-01-10 15:00:00,3.35,23.07,69.59,Mutare,MTR-9640
2023-01-10 16:00:00,2.53,15.19,71.33,Chipinge,MTR-9176
2023-01-10 17:00:00,19.57,24.04,76.85,Marondera,MTR-9470
2023-01-10 18:00:00,0.0,27.88,20.47,Mutare,MTR-1844
2023-01-10 19:00:00,4.2,20.63,47.18,Bulawayo,MTR-2817
2023-01-10 20:00:00,0.0,31.14,72.82,Chinhoyi,MTR-4788
2023-01-10 21:00:00,-0.48,25.42,78.98,Mutare,MTR-2421
2023-01-10 22:00:00,2.09,33.14,60.94,Kadoma,MTR-9901
2023-01-10 23:00:00,4.85,17.71,29.86,Zvishavane,MTR-2795
2023-01-11 00:00:00,0.0,31.42,28.97,Mutare,MTR-6911
2023-01-11 01:00:00,1.33,28.91,39.18,Kwekwe,MTR-7514
2023-01-11 02:00:00,0.0,34.2,53.65,Bulawayo,MTR-6997
2023-01-11 03:00:00,3.21,31.06,58.56,Rusape,MTR-8063
2023-01-11 04:00:00,0.0,27.23,41.53,Gweru,MTR-9774
2023-01-11 05:00:00,21.75,20.63,72.61,Zvishavane,MTR-3587
2023-01-11 06:00:00,0.0,21.66,52.1,Bindura,MTR-8498
2023-01-11 07:00:00,22.61,21.4,27.66,Chipinge,MTR-3460
2023-01-11 08:00:00,15.57,28.77,22.81,Bindura,MTR-4383
2023-01-11 09:00:00,0.0,29.42,59.12,Chipinge,MTR-6850
2023-01-11 10:00:00,2.26,25.78,56.42,Zvishavane,MTR-4950
2023-01-11 11:00:00,1.67,32.58,36.61,Hwange,MTR-2183
2023-01-11 12:00:00,2.54,20.75,55.03,Masvingo,MTR-9732
2023-01-11 13:00:00,2.66,21.15,76.8,Chinhoyi,MTR-4575
2023-01-11 14:00:00,0.69,30.2,74.73,Rusape,MTR-5370
2023-01-11 15:00:00,0.26,21.6,20.65,Kwekwe,MTR-1317
2023-01-11 16:00:00,0.0,33.25,24.44,Chinhoyi,MTR-7499
2023-01-11 17:00:00,21.91,31.13,31.38,Harare,MTR-8973
2023-01-11 18:00:00,21.96,34.2,48.74,Bulawayo,MTR-1203
2023-01-11 19:00:00,0.0,23.85,36.85,Bulawayo,MTR-1272
2023-01-11 20:00:00,14.94,16.97,24.99,Marondera,MTR-1084
2023-01-11 21:00:00,2.2,24.44,27.77,Harare,MTR-1316
2023-01-11 22:00:00,2.31,25.54,21.28,Mutare,MTR-8392
2023-01-11 23:00:00,2.78,30.09,48.45,Chipinge,MTR-4836
2023-01-12 00:00:00,0.0,20.52,50.68,Kadoma,MTR-7611
2023-01-12 01:00:00,3.32,22.07,30.02,Hwange,MTR-7969
2023-01-12 02:00:00,5.07,20.4,60.9,Masvingo,MTR-8526
2023-01-12 03:00:00,13.77,27.95,72.04,Chinhoyi,MTR-4978
2023-01-12 04:00:00,21.16,16.93,77.12,Bulawayo,MTR-8866
2023-01-12 05:00:00,2.73,34.48,71.62,Kadoma,MTR-2931
2023-01-12 06:00:00,0.0,19.2,26.99,Gweru,MTR-7651
2023-01-12 07:00:00,1.62,28.83,26.22,Victoria Falls,MTR-6939
2023-01-12 08:00:00,3.3,31.22,72.28,Kwekwe,MTR-2804
2023-01-12 09:00:00,0.0,25.59,65.25,Gweru,MTR-5277
2023-01-12 10:00:00,0.63,29.22,58.72,Chipinge,MTR-3350
2023-01-12 11:00:00,4.21,16.28,47.83,Masvingo,MTR-2248
2023-01-12 12:00:00,0.04,22.96,37.76,Kwekwe,MTR-1736
2023-01-12 13:00:00,20.39,22.48,44.85,Gweru,MTR-7622
2023-01-12 14:00:00,22.76,17.66,69.48,Masvingo,MTR-2209
2023-01-12 15:00:00,0.0,25.11,51.44,Bulawayo,MTR-6418
2023-01-12 16:00:00,2.62,27.53,62.44,Mutare,MTR-4029
2023-01-12 17:00:00,2.96,15.92,55.46,Masvingo,MTR-9361
2023-01-12 18:00:00,1.74,22.76,40.68,Zvishavane,MTR-4403
2023-01-12 19:00:00,4.74,18.2,27.52,Kwekwe,MTR-4524
2023-01-12 20:00:00,0.0,34.12,58.41,Gweru,MTR-8103
2023-01-12 21:00:00,1.02,19.35,52.35,Marondera,MTR-9680
2023-01-12 22:00:00,2.01,33.34,63.18,Harare,MTR-7315
2023-01-12 23:00:00,1.41,15.75,35.1,Kadoma,MTR-1262
2023-01-13 00:00:00,17.61,23.92,38.89,Victoria Falls,MTR-5781
2023-01-13 01:00:00,2.41,16.36,43.19,Gweru,MTR-8128
2023-01-13 02:00:00,2.66,18.92,26.94,Zvishavane,MTR-1437
2023-01-13 03:00:00,1.28,34.74,36.72,Bulawayo,MTR-3043
2023-01-13 04:00:00,13.68,17.34,63.47,Masvingo,MTR-5683
2023-01-13 05:00:00,24.59,16.1,20.72,Victoria Falls,MTR-3031
2023-01-13 06:00:00,1.99,26.85,50.92,Kwekwe,MTR-8294
2023-01-13 07:00:00,3.46,21.13,61.22,Marondera,MTR-9020
2023-01-13 08:00:00,3.17,32.95,65.68,Kadoma,MTR-4196
2023-01-13 09:00:00,0.0,24.02,63.12,Bulawayo,MTR-6953
2023-01-13 10:00:00,3.3,34.65,36.87,Hwange,MTR-1248
2023-01-13 11:00:00,2.57,20.33,56.53,Bindura,MTR-8835
2023-01-13 12:00:00,13.38,16.99,21.85,Chipinge,MTR-5097
2023-01-13 13:00:00,1.8,21.84,43.72,Hwange,MTR-8017
2023-01-13 14:00:00,21.74,15.97,32.56,Rusape,MTR-6527
2023-01-13 15:00:00,1.53,18.31,65.72,Zvishavane,MTR-9948
2023-01-13 16:00:00,4.35,29.9,36.47,Chipinge,MTR-4874
2023-01-13 17:00:00,3.57,24.72,62.71,Zvishavane,MTR-4049
2023-01-13 18:00:00,4.32,23.97,34.08,Zvishavane,MTR-4043
2023-01-13 19:00:00,4.58,27.81,76.99,Bulawayo,MTR-3597
2023-01-13 20:00:00,16.92,26.74,60.95,Bindura,MTR-8177
2023-01-13 21:00:00,16.82,20.08,35.76,Marondera,MTR-6089
2023-01-13 22:00:00,4.22,24.55,51.38,Rusape,MTR-9394
2023-01-13 23:00:00,1.11,33.5,45.71,Masvingo,MTR-2159
2023-01-14 00:00:00,-0.78,16.75,21.55,Marondera,MTR-7115
2023-01-14 01:00:00,19.18,34.15,38.38,Chipinge,MTR-2594
2023-01-14 02:00:00,3.72,15.37,56.51,Mutare,MTR-8555
2023-01-14 03:00:00,19.67,15.49,53.69,Victoria Falls,MTR-2577
2023-01-14 04:00:00,0.88,16.28,21.11,Bindura,MTR-6526
2023-01-14 05:00:00,19.36,18.32,67.84,Bulawayo,MTR-5385
2023-01-14 06:00:00,6.84,15.44,62.45,Kwekwe,MTR-7711
2023-01-14 07:00:00,16.57,31.95,25.39,Kwekwe,MTR-8207
2023-01-14 08:00:00,0.61,25.1,41.44,Bindura,MTR-3767
2023-01-14 09:00:00,0.39,27.37,74.05,Harare,MTR-5862
2023-01-14 10:00:00,4.97,27.15,55.96,Harare,MTR-8738
2023-01-14 11:00:00,0.0,22.36,46.69,Gweru,MTR-5461
2023-01-14 12:00:00,18.16,20.47,21.41,Rusape,MTR-1980
2023-01-14 13:00:00,4.82,32.13,26.71,Masvingo,MTR-6789
2023-01-14 14:00:00,14.69,17.37,42.54,Hwange,MTR-6715
2023-01-14 15:00:00,2.21,25.23,52.92,Bulawayo,MTR-3912
2023-01-14 16:00:00,20.53,34.18,29.27,Kadoma,MTR-6853
2023-01-14 17:00:00,12.35,28.1,68.97,Masvingo,MTR-5156
2023-01-14 18:00:00,5.15,18.98,37.9,Kwekwe,MTR-5048
2023-01-14 19:00:00,0.61,21.92,65.12,Victoria Falls,MTR-5426
2023-01-14 20:00:00,2.85,34.69,63.96,Zvishavane,MTR-2529
2023-01-14 21:00:00,4.98,32.16,72.11,Gweru,MTR-4999
2023-01-14 22:00:00,4.23,33.85,52.2,Zvishavane,MTR-5722
2023-01-14 23:00:00,1.28,28.09,44.8,Mutare,MTR-8732
2023-01-15 00:00:00,3.06,25.91,62.4,Chinhoyi,MTR-3014
2023-01-15 01:00:00,0.0,26.19,58.18,Zvishavane,MTR-7732
2023-01-15 02:00:00,0.33,16.92,78.53,Victoria Falls,MTR-8797
2023-01-15 03:00:00,2.7,34.96,54.21,Bulawayo,MTR-6370
2023-01-15 04:00:00,21.17,18.66,66.82,Chipinge,MTR-3062
2023-01-15 05:00:00,3.99,20.82,78.96,Kwekwe,MTR-2637
2023-01-15 06:00:00,2.71,34.54,65.41,Marondera,MTR-2632
2023-01-15 07:00:00,0.0,33.04,21.22,Hwange,MTR-6320
2023-01-15 08:00:00,4.13,34.41,79.01,Kadoma,MTR-2966
2023-01-15 09:00:00,0.0,25.3,41.11,Chinhoyi,MTR-7585
2023-01-15 10:00:00,3.21,33.0,29.8,Kwekwe,MTR-4722
2023-01-15 11:00:00,0.0,18.23,78.3,Chinhoyi,MTR-2542
2023-01-15 12:00:00,6.54,27.42,38.19,Mutare,MTR-2331
2023-01-15 13:00:00,0.48,16.13,26.83,Kadoma,MTR-3857
2023-01-15 14:00:00,0.79,31.17,78.56,Zvishavane,MTR-5648
2023-01-15 15:00:00,2.12,16.92,31.18,Zvishavane,MTR-6740
2023-01-15 16:00:00,23.42,31.23,20.48,Hwange,MTR-4255
2023-01-15 17:00:00,0.0,15.78,24.56,Bindura,MTR-4130
2023-01-15 18:00:00,4.42,32.3,27.36,Kwekwe,MTR-7895
2023-01-15 19:00:00,2.99,23.03,49.99,Zvishavane,MTR-9070
2023-01-15 20:00:00,1.54,21.24,53.3,Kadoma,MTR-4667
2023-01-15 21:00:00,22.31,23.81,40.72,Chipinge,MTR-9802
2023-01-15 22:00:00,16.62,32.29,60.32,Gweru,MTR-1642
2023-01-15 23:00:00,5.03,21.23,60.78,Mutare,MTR-1573
2023-01-16 00:00:00,1.45,23.03,58.59,Bulawayo,MTR-3452
2023-01-16 01:00:00,2.6,15.28,68.44,Bindura,MTR-5502
2023-01-16 02:00:00,0.0,18.9,75.98,Victoria Falls,MTR-1943
2023-01-16 03:00:00,15.85,17.6,44.89,Victoria Falls,MTR-4615
2023-01-16 04:00:00,1.4,19.25,68.45,Harare,MTR-4708
2023-01-16 05:00:00,22.89,15.2,54.02,Kadoma,MTR-4221
2023-01-16 06:00:00,4.56,23.87,36.19,Harare,MTR-5998
